filename,true_label,predicted_label,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_001.jpg,0,0,0.999826,3.3999345e-06,8.70104e-05,1.2086182e-05,7.1537856e-05
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_014.jpg,0,0,0.99987626,2.6611056e-06,0.00010876099,1.7258104e-07,1.211897e-05
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_033.jpg,0,0,0.9988631,4.5314223e-06,0.00062673964,1.7280724e-06,0.00050397636
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_039.jpg,0,0,0.99949384,1.28279335e-05,3.06189e-05,1.5043765e-06,0.00046127196
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_041.jpg,0,0,0.999209,1.3491473e-06,0.0004352797,1.6882302e-06,0.00035275964
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_063.jpg,0,0,0.9988362,1.7823404e-06,8.027037e-05,2.5840027e-06,0.0010791165
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_064.jpg,0,0,0.99965477,2.244663e-06,8.023026e-05,6.5271416e-07,0.00026212304
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_070.jpg,0,0,0.9964407,3.020513e-06,3.0229068e-05,3.7398964e-05,0.003488666
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_075.jpg,0,0,0.9997131,5.6784893e-07,3.0373061e-05,5.3451464e-07,0.00025533655
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_082.jpg,0,0,0.99598855,1.9442432e-05,0.000533311,5.5469186e-06,0.0034531474
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_091.jpg,0,0,0.99848723,5.3820154e-06,1.2864903e-05,0.0005543507,0.0009402367
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_093.jpg,0,0,0.98277444,3.6252836e-06,3.7522811e-06,0.0006552185,0.016562887
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_095.jpg,0,0,0.9935992,1.951632e-05,1.5182244e-05,0.0013452057,0.0050208815
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_097.jpg,0,0,0.999166,5.845874e-05,0.00051130535,3.9953042e-07,0.0002638076
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_101.jpg,0,0,0.9992842,6.941938e-06,0.00022291717,2.4021156e-07,0.00048573432
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_103.jpg,0,0,0.99950373,5.7295238e-06,0.00046883852,1.1153421e-07,2.1587022e-05
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_111.jpg,0,0,0.99907446,3.110275e-06,0.000115338604,2.6715943e-06,0.0008043387
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_127.jpg,0,0,0.9975337,2.543023e-05,0.0022351707,3.793482e-05,0.00016781197
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_133.jpg,0,0,0.99691916,1.6440203e-05,0.0001105701,3.2304255e-05,0.002921607
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_142.jpg,0,0,0.99969816,4.351333e-06,1.901824e-05,2.7809194e-06,0.00027559412
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_143.jpg,0,0,0.99953926,1.1475034e-05,0.00033153247,5.010485e-06,0.00011284419
