filename,true_label,predicted_label,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_000.jpg,0,0,0.98687476,5.027817e-05,0.0109896725,0.00014386313,0.0019415478
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_008.jpg,0,0,0.9991744,2.9352092e-05,0.0005315654,2.5633938e-07,0.0002643644
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_039.jpg,0,0,0.99953806,1.1976983e-05,2.1305434e-05,1.6906764e-06,0.0004268758
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_040.jpg,0,0,0.99937516,2.4134176e-06,2.2718723e-05,9.209647e-06,0.00059044524
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_046.jpg,0,0,0.9993954,4.74916e-06,0.0005275086,2.3242776e-06,7.005446e-05
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_051.jpg,0,0,0.99800783,8.2013895e-07,1.7553313e-05,7.808875e-07,0.0019729983
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_057.jpg,0,0,0.9997806,1.1851791e-06,0.000119893135,8.539627e-07,9.746917e-05
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_058.jpg,0,0,0.9997806,1.1851791e-06,0.000119893135,8.539627e-07,9.746917e-05
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_059.jpg,0,0,0.99990237,1.2018937e-06,4.577803e-05,2.189786e-07,5.0386727e-05
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_061.jpg,0,0,0.99979323,1.4021396e-06,1.8791592e-05,8.145626e-07,0.00018564457
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_062.jpg,0,0,0.99979323,1.4021396e-06,1.8791592e-05,8.145626e-07,0.00018564457
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_063.jpg,0,0,0.998931,1.7509459e-06,5.2643376e-05,3.3086467e-06,0.0010113467
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_083.jpg,0,0,0.9993162,6.0250124e-05,1.3362148e-05,1.3335286e-05,0.00059683586
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_087.jpg,0,0,0.9843092,0.00075084553,0.0006809214,0.0050249435,0.009234131
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_112.jpg,0,0,0.99855095,1.0699466e-05,0.0011147711,2.3141733e-06,0.00032131598
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_122.jpg,0,0,0.99906856,6.0737066e-06,0.00048143987,2.3738385e-06,0.0004415925
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_134.jpg,0,0,0.99855477,1.6396056e-06,4.3911714e-05,3.864958e-06,0.0013958794
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_146.jpg,0,0,0.99975127,2.5311956e-06,0.00013478614,3.366759e-07,0.00011104411
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_147.jpg,0,0,0.99975127,2.5311956e-06,0.00013478614,3.366759e-07,0.00011104411
