filename,true_label
Testing/CaS/_400.jpg,0
Testing/CaS/_401.jpg,0
Testing/CaS/_402.jpg,0
Testing/CaS/_403.jpg,0
Testing/CaS/_404.jpg,0
Testing/CaS/_405.jpg,0
Testing/CaS/_406.jpg,0
Testing/CaS/_407.jpg,0
Testing/CoS/_400.jpg,1
Testing/CoS/_401.jpg,1
Testing/CoS/_402.jpg,1
Testing/CoS/_403.jpg,1
Testing/CoS/_404.jpg,1
Testing/CoS/_405.jpg,1
Testing/CoS/_406.jpg,1
Testing/CoS/_407.jpg,1
Testing/Gum/_400.jpg,2
Testing/Gum/_401.jpg,2
Testing/Gum/_402.jpg,2
Testing/Gum/_403.jpg,2
Testing/Gum/_404.jpg,2
Testing/Gum/_405.jpg,2
Testing/Gum/_406.jpg,2
Testing/MC/_400.jpg,3
Testing/MC/_401.jpg,3
Testing/MC/_402.jpg,3
Testing/MC/_403.jpg,3
Testing/MC/_404.jpg,3
Testing/MC/_405.jpg,3
Testing/MC/_406.jpg,3
Testing/MC/_407.jpg,3
Testing/MC/_408.jpg,3
Testing/OC/_400.jpg,4
Testing/OC/_401.jpg,4
Testing/OC/_402.jpg,4
Testing/OC/_403.jpg,4
Testing/OC/_404.jpg,4
Testing/OC/_405.jpg,4
Testing/OLP/_400.jpg,5
Testing/OLP/_401.jpg,5
Testing/OLP/_402.jpg,5
Testing/OLP/_403.jpg,5
Testing/OLP/_404.jpg,5
Testing/OLP/_405.jpg,5
Testing/OLP/_406.jpg,5
Testing/OLP/_407.jpg,5
Testing/OLP/_408.jpg,5
Testing/OLP/_409.jpg,5
Testing/OT/_400.jpg,6
Testing/OT/_401.jpg,6
Testing/OT/_402.jpg,6
Testing/OT/_403.jpg,6
Testing/OT/_404.jpg,6
Testing/OT/_405.jpg,6
